Text,Category
nah thats whole new meta got ta try revenge sex angry sex day week,True Positive
block noise,False Negative
hoping know twat english,False Negative
kitten angry kitten offended,True Positive
get viciously angry appreciated black eyed peas,True Positive
reminds facebook scam many people copy paste announce give permission take use photos theyll justerm stop,True Positive
maybe u could say responsible airline 40mins lucky btw,True Negative
believe many americans angry trump hadnt indicted crimes yet americans angry raid ugly florida compound really confused trumps intentional bs,True Positive
tylers angry songs make want beat someone,True Positive
like feel like want game improve example quitting wouldnt help complete fed everything game made angry matter negativity affected health yeah id done fast,True Positive
brothers made women angry,True Positive
btw new pfp,True Negative
silly example cuomo sacrificed expelled ruined usefulness covid disasters dems seem attack weak personal gain al franken good example least accurate attempting correct bizarre chosen better,True Positive
malos ok im store know wanted bread seeds theyre u ok normal stuff could go look bakery section see theyve got fresh shit u like jin ye,True Negative
im thinking blocking somebody platform going stop praying individual nearly got upsetangry person post,True Negative
bar lord distrait dubra spraying,False Negative
god judgeth righteous god angry wicked every day psalm 711,True Positive
comes excuses dark skin bw,True Positive
thank fred people tired angry deserve better,True Positive
kafi log sote paaye gaye hainn,False Negative
lijinga tu hilo na mnafki kujipendekeza mpk mna pitiliza,False Negative
quiero dormir pero hay forma,False Negative
wheres fucking minghao wave fancam get angry,True Positive
cant take shit taylor anymore part stereotype angry black woman instilled us careful conduct passiveness wouldve opened door fast call upstairs,True Positive
good evening pattie amp signed amp saw new followers knew something afoot thanks much boost wow im see new top gun movie 1st time theater gt3 yrs ill 1,True Negative
good go ship,True Negative
jin would put least amount effort humanly possible texting,True Positive
mean proof,True Positive
saying,False Negative
really sexist twats like,True Negative
母親の慟哭つらいね誰も責任をとらない 娘ファイザー2回接種で悲劇,False Negative
right thought bedding makes angry,True Positive
know settled already im sorry makes angry exactly way around,True Positive
gosh know youre going nothing hurts seeing children get bullied damage psychological significant im angry feeling pain son also bullied school little doesnt care abt people suffering,True Positive
stupid time difference wake woman groomer thought toaster 6,True Positive
author must still angry sister grace broke entire box rulers knuckles fourth grade,True Positive
mentions struggling player biggy crying like astros chance win thats whole thing constantly angry others arent angry player trying get people angry whats bad thats see,True Positive
thank u much,True Negative
heres example racist put america first matter leftists say angry отличный,True Positive
believe trump angry lost took documents god knows,True Positive
vanilla ice spying master dio master pucci loti think hes angry,True Positive
whale sank bottom sea breathed softly extremely angry never rested,True Positive
இதலலம ஒர பதல இதலலம ஒர வளககம ந கறககண நன கறககண,False Negative
know theyre male female asked pronouns,False Negative
ketaan paaru kelvi angry kums,True Positive
actually makes angry would rather favorite song sita,False Negative
whether turns technically legal certainly moral ethical mugs think australians well past time time media stopped socialising criminals started jobs im angry,True Positive
வளஙகடம அஙகலபபடயல அஙகலபட சபபய அலலத இநத பரடடஷ சபபய அவன இநதயவல பறநத இரநதலம பககஸதனல பறநத இரநதலம சர அவரகள கணடதன நம சதநதர பரடடவரரகள ஒடககயத இத தரநதல ந ஏன சஙகயக இரகக பகறய,False Negative
