Text,Category
vax status uk data shows significantly higher cause mortality specifically vaccinated,True Negative
report gaza act confront zionist aggression,False Negative
im confused watching show would scared hes one showed aggression anger body language excitement tells lot loves words mouth literally rewatched episodes,True Positive
攻撃性攻撃侵害aggression 襲撃暴行襲撃する暴行するassault 敵意敵対hostility 道徳宗教上の罪sin 非行の軽犯罪の義務を怠る非行者怠慢者delinquent 道徳に反するふしだらなimmoral,False Negative
maybe people wanting judged collectively stop giving overt preference ingroup biashostility outgroup otherwise grow thicker skin thought,False Negative
conservative tradition spoke human flourishing world economic markets world political democracy seems directly related conservatism today promoting certain ethical views economic power indifference hostility democracy,True Negative
highly suspect invasion fact wont help citizens let poland hungary russia right entry proxy wars much terrorism amp hostility stems activity,True Positive
攻撃性攻撃侵害aggression 襲撃暴行襲撃する暴行するassault 敵意敵対hostility 道徳宗教上の罪sin 非行の軽犯罪の義務を怠る非行者怠慢者delinquent 道徳に反するふしだらなimmoral,False Negative
brian scares somewhat thats lot hostility towards women,True Positive
big fan use word us davey sports company paying padres player salaries live much hostility towards guy played 83 games team root 6 years ago,True Negative
partisan hostility rising among americans pew survey finds cnn,True Positive
hostility bet much quiet irl,True Positive
russian disinformation promulgated tucker said magats known hostility different opinions social behaviors obviously truth really good day planet color air,True Negative
hostility telling ad hominem attack shows person knows arguments dont strength stand consciously subconsciously soon one resort theyve lost argument already,True Positive
everything said true cowardice speak truth face incredible hostility cowardice try suppress truth benefits,True Negative
intellect pulls toward pleasing ideas unpleasing ideas repellent lack restraint monk,True Positive
ì ìdea federal reserve branches sovereign countries similar models also think lack regulatory restraint banking unrealistic,True Positive
apparently grow narrow minded age equating conservative thinking lack care immature wrong indulgence greater form care restraint discipline depending situation,True Positive
today day see yet must learn wisdom giving influence platform people lack humility restraint know exercise right remain silent,True Negative
agreed theres rainbow condemned player behavior someone rages displaying basic lack personal restraint response,True Positive
reliable sources anyway assume fever swamp showing usual lack restraint,True Positive
clearly hell characteristic explains lack restraint led rank pretty much equally thats quite astute,True Negative
sales business organising event use various activations engage audience products luxury car dealer however lack sales skills huge restraint also tried looking partner help find suitable,True Negative
